Time;Voltage;Current;Power;
20:45:22 13/06/2024;5.06;0.510;2.580;
20:45:22 13/06/2024;5.06;0.502;2.540;
20:45:23 13/06/2024;5.06;0.501;2.535;
20:45:23 13/06/2024;5.06;0.506;2.560;
20:45:24 13/06/2024;5.06;0.502;2.540;
20:45:24 13/06/2024;5.06;0.501;2.535;
20:45:25 13/06/2024;5.06;0.508;2.570;
20:45:25 13/06/2024;5.06;0.508;2.570;
20:45:26 13/06/2024;5.06;0.506;2.560;
20:45:26 13/06/2024;5.06;0.506;2.560;
20:45:27 13/06/2024;5.06;0.501;2.535;
20:45:27 13/06/2024;5.06;0.502;2.540;
20:45:28 13/06/2024;5.06;0.507;2.565;
20:45:28 13/06/2024;5.05;0.584;2.949;
20:45:29 13/06/2024;5.06;0.518;2.621;
20:45:29 13/06/2024;5.06;0.503;2.545;
20:45:30 13/06/2024;5.06;0.507;2.565;
20:45:30 13/06/2024;5.06;0.508;2.570;
20:45:31 13/06/2024;5.06;0.507;2.565;
20:45:31 13/06/2024;5.06;0.503;2.545;
20:45:32 13/06/2024;5.06;0.505;2.555;
20:45:32 13/06/2024;5.06;0.503;2.545;
20:45:33 13/06/2024;5.06;0.507;2.565;
20:45:33 13/06/2024;5.06;0.503;2.545;
20:45:34 13/06/2024;5.06;0.504;2.550;
20:45:34 13/06/2024;5.06;0.520;2.631;
20:45:35 13/06/2024;5.06;0.506;2.560;
20:45:35 13/06/2024;5.06;0.501;2.535;
20:45:36 13/06/2024;5.06;0.503;2.545;
20:45:36 13/06/2024;5.06;0.502;2.540;
20:45:37 13/06/2024;5.06;0.509;2.575;
20:45:37 13/06/2024;5.06;0.529;2.676;
20:45:38 13/06/2024;5.06;0.506;2.560;
20:45:38 13/06/2024;5.06;0.512;2.590;
20:45:39 13/06/2024;5.06;0.498;2.519;
20:45:39 13/06/2024;5.06;0.509;2.575;
20:45:40 13/06/2024;5.06;0.503;2.545;
20:45:40 13/06/2024;5.06;0.508;2.570;
20:45:41 13/06/2024;5.06;0.507;2.565;
20:45:41 13/06/2024;5.06;0.518;2.621;
20:45:42 13/06/2024;5.06;0.515;2.605;
20:45:42 13/06/2024;5.06;0.504;2.550;
20:45:43 13/06/2024;5.06;0.506;2.560;
20:45:43 13/06/2024;5.06;0.503;2.545;
20:45:44 13/06/2024;5.06;0.508;2.570;
20:45:44 13/06/2024;5.06;0.505;2.555;
20:45:45 13/06/2024;5.06;0.511;2.585;
20:45:45 13/06/2024;5.06;0.502;2.540;
20:45:46 13/06/2024;5.06;0.526;2.661;
20:45:46 13/06/2024;5.06;0.512;2.590;
20:45:47 13/06/2024;5.06;0.505;2.555;
20:45:47 13/06/2024;5.06;0.556;2.813;
20:45:48 13/06/2024;5.06;0.506;2.560;
20:45:48 13/06/2024;5.06;0.520;2.631;
20:45:49 13/06/2024;5.06;0.501;2.535;
20:45:49 13/06/2024;5.06;0.505;2.555;
20:45:50 13/06/2024;5.06;0.499;2.524;
20:45:50 13/06/2024;5.06;0.506;2.560;
20:45:51 13/06/2024;5.06;0.505;2.555;
20:45:51 13/06/2024;5.06;0.506;2.560;
20:45:52 13/06/2024;5.05;0.557;2.812;
20:45:52 13/06/2024;5.06;0.505;2.555;
20:45:53 13/06/2024;5.06;0.502;2.540;
20:45:53 13/06/2024;5.06;0.503;2.545;
20:45:54 13/06/2024;5.06;0.506;2.560;
20:45:54 13/06/2024;5.06;0.510;2.580;
20:45:55 13/06/2024;5.06;0.507;2.565;
20:45:55 13/06/2024;5.06;0.507;2.565;
20:45:56 13/06/2024;5.06;0.501;2.535;
20:45:56 13/06/2024;5.06;0.504;2.550;
20:45:57 13/06/2024;5.06;0.505;2.555;
20:45:57 13/06/2024;5.06;0.508;2.570;
20:45:58 13/06/2024;5.06;0.506;2.560;
20:45:58 13/06/2024;5.06;0.501;2.535;
20:45:59 13/06/2024;5.06;0.505;2.555;
20:45:59 13/06/2024;5.06;0.506;2.560;
20:46:00 13/06/2024;5.06;0.535;2.707;
20:46:00 13/06/2024;5.06;0.507;2.565;
20:46:01 13/06/2024;5.06;0.504;2.550;
20:46:01 13/06/2024;5.06;0.506;2.560;
20:46:02 13/06/2024;5.06;0.522;2.641;
20:46:02 13/06/2024;5.06;0.508;2.570;
20:46:03 13/06/2024;5.06;0.501;2.535;
20:46:03 13/06/2024;5.06;0.504;2.550;
20:46:04 13/06/2024;5.06;0.511;2.585;
20:46:04 13/06/2024;5.06;0.503;2.545;
20:46:05 13/06/2024;5.06;0.501;2.535;
20:46:05 13/06/2024;5.06;0.502;2.540;
20:46:06 13/06/2024;5.06;0.511;2.585;
20:46:06 13/06/2024;5.06;0.502;2.540;
20:46:07 13/06/2024;5.06;0.505;2.555;
20:46:07 13/06/2024;5.06;0.505;2.555;
20:46:08 13/06/2024;5.06;0.506;2.560;
20:46:08 13/06/2024;5.06;0.503;2.545;
20:46:09 13/06/2024;5.06;0.505;2.555;
20:46:09 13/06/2024;5.06;0.502;2.540;
20:46:10 13/06/2024;5.06;0.499;2.524;
20:46:10 13/06/2024;5.06;0.504;2.550;
20:46:11 13/06/2024;5.06;0.513;2.595;
20:46:11 13/06/2024;5.06;0.500;2.530;
20:46:12 13/06/2024;5.06;0.502;2.540;
20:46:12 13/06/2024;5.06;0.507;2.565;
20:46:13 13/06/2024;5.06;0.508;2.570;
20:46:13 13/06/2024;5.06;0.502;2.540;
20:46:14 13/06/2024;5.06;0.511;2.585;
20:46:14 13/06/2024;5.06;0.499;2.524;
20:46:15 13/06/2024;5.06;0.505;2.555;
20:46:15 13/06/2024;5.06;0.506;2.560;
20:46:16 13/06/2024;5.06;0.503;2.545;
20:46:16 13/06/2024;5.06;0.508;2.570;
20:46:17 13/06/2024;5.06;0.503;2.545;
20:46:17 13/06/2024;5.06;0.501;2.535;
20:46:18 13/06/2024;5.06;0.501;2.535;
20:46:18 13/06/2024;5.06;0.506;2.560;
20:46:19 13/06/2024;5.06;0.502;2.540;
20:46:19 13/06/2024;5.06;0.505;2.555;
20:46:20 13/06/2024;5.06;0.502;2.540;
20:46:20 13/06/2024;5.06;0.503;2.545;
20:46:21 13/06/2024;5.06;0.506;2.560;
20:46:21 13/06/2024;5.06;0.508;2.570;
20:46:22 13/06/2024;5.06;0.505;2.555;
20:46:22 13/06/2024;5.06;0.506;2.560;
20:46:23 13/06/2024;5.06;0.526;2.661;
20:46:23 13/06/2024;5.06;0.505;2.555;
20:46:24 13/06/2024;5.06;0.527;2.666;
20:46:24 13/06/2024;5.06;0.511;2.585;
20:46:25 13/06/2024;5.06;0.502;2.540;
20:46:25 13/06/2024;5.06;0.508;2.570;
20:46:26 13/06/2024;5.06;0.500;2.530;
20:46:26 13/06/2024;5.06;0.507;2.565;
20:46:27 13/06/2024;5.06;0.507;2.565;
20:46:27 13/06/2024;5.06;0.501;2.535;
20:46:28 13/06/2024;5.06;0.508;2.570;
20:46:28 13/06/2024;5.06;0.505;2.555;
20:46:29 13/06/2024;5.06;0.509;2.575;
20:46:29 13/06/2024;5.06;0.506;2.560;
20:46:30 13/06/2024;5.06;0.505;2.555;
20:46:30 13/06/2024;5.06;0.505;2.555;
20:46:31 13/06/2024;5.06;0.499;2.524;
20:46:31 13/06/2024;5.06;0.508;2.570;
20:46:32 13/06/2024;5.06;0.496;2.509;
20:46:32 13/06/2024;5.06;0.505;2.555;
20:46:33 13/06/2024;5.06;0.503;2.545;
20:46:33 13/06/2024;5.06;0.501;2.535;
20:46:34 13/06/2024;5.06;0.508;2.570;
20:46:34 13/06/2024;5.06;0.520;2.631;
20:46:35 13/06/2024;5.06;0.508;2.570;
20:46:35 13/06/2024;5.06;0.507;2.565;
20:46:36 13/06/2024;5.06;0.505;2.555;
20:46:36 13/06/2024;5.06;0.506;2.560;
20:46:37 13/06/2024;5.06;0.504;2.550;
20:46:37 13/06/2024;5.06;0.501;2.535;
20:46:38 13/06/2024;5.06;0.526;2.661;
20:46:38 13/06/2024;5.06;0.502;2.540;
20:46:39 13/06/2024;5.06;0.504;2.550;
20:46:39 13/06/2024;5.06;0.507;2.565;
20:46:40 13/06/2024;5.06;0.505;2.555;
20:46:40 13/06/2024;5.06;0.511;2.585;
20:46:41 13/06/2024;5.06;0.501;2.535;
20:46:41 13/06/2024;5.06;0.538;2.722;
20:46:42 13/06/2024;5.06;0.503;2.545;
20:46:42 13/06/2024;5.06;0.516;2.610;
20:46:43 13/06/2024;5.06;0.523;2.646;
20:46:43 13/06/2024;5.06;0.507;2.565;
20:46:44 13/06/2024;5.06;0.510;2.580;
20:46:44 13/06/2024;5.06;0.507;2.565;
20:46:45 13/06/2024;5.06;0.504;2.550;
20:46:45 13/06/2024;5.06;0.508;2.570;
20:46:46 13/06/2024;5.06;0.499;2.524;
20:46:46 13/06/2024;5.06;0.530;2.681;
20:46:47 13/06/2024;5.06;0.502;2.540;
20:46:47 13/06/2024;5.06;0.506;2.560;
20:46:48 13/06/2024;5.06;0.511;2.585;
20:46:48 13/06/2024;5.06;0.505;2.555;
20:46:49 13/06/2024;5.06;0.505;2.555;
20:46:49 13/06/2024;5.06;0.504;2.550;
20:46:50 13/06/2024;5.06;0.531;2.686;
20:46:50 13/06/2024;5.06;0.500;2.530;
20:46:51 13/06/2024;5.06;0.503;2.545;
20:46:51 13/06/2024;5.06;0.507;2.565;
20:46:52 13/06/2024;5.06;0.505;2.555;
20:46:52 13/06/2024;5.06;0.526;2.661;
20:46:53 13/06/2024;5.06;0.503;2.545;
20:46:53 13/06/2024;5.06;0.505;2.555;
20:46:54 13/06/2024;5.05;0.586;2.959;
20:46:54 13/06/2024;5.06;0.504;2.550;
20:46:55 13/06/2024;5.06;0.504;2.550;
20:46:55 13/06/2024;5.06;0.503;2.545;
20:46:56 13/06/2024;5.06;0.513;2.595;
20:46:56 13/06/2024;5.06;0.507;2.565;
20:46:57 13/06/2024;5.06;0.502;2.540;
20:46:57 13/06/2024;5.06;0.505;2.555;
20:46:58 13/06/2024;5.06;0.500;2.530;
20:46:58 13/06/2024;5.05;0.566;2.858;
20:46:59 13/06/2024;5.06;0.542;2.742;
20:46:59 13/06/2024;5.06;0.505;2.555;
20:47:00 13/06/2024;5.06;0.505;2.555;
20:47:00 13/06/2024;5.06;0.507;2.565;
20:47:01 13/06/2024;5.06;0.501;2.535;
20:47:01 13/06/2024;5.06;0.546;2.762;
20:47:02 13/06/2024;5.06;0.502;2.540;
20:47:02 13/06/2024;5.06;0.502;2.540;
20:47:03 13/06/2024;5.06;0.506;2.560;
20:47:03 13/06/2024;5.06;0.508;2.570;
20:47:04 13/06/2024;5.06;0.508;2.570;
20:47:04 13/06/2024;5.06;0.503;2.545;
20:47:05 13/06/2024;5.06;0.505;2.555;
20:47:05 13/06/2024;5.06;0.507;2.565;
20:47:06 13/06/2024;5.06;0.557;2.818;
20:47:06 13/06/2024;5.06;0.503;2.545;
20:47:07 13/06/2024;5.06;0.563;2.848;
20:47:07 13/06/2024;5.06;0.502;2.540;
20:47:08 13/06/2024;5.06;0.501;2.535;
20:47:08 13/06/2024;5.06;0.508;2.570;
20:47:09 13/06/2024;5.06;0.505;2.555;
20:47:09 13/06/2024;5.06;0.525;2.656;
20:47:10 13/06/2024;5.06;0.507;2.565;
20:47:10 13/06/2024;5.06;0.548;2.772;
20:47:11 13/06/2024;5.06;0.500;2.530;
20:47:11 13/06/2024;5.06;0.505;2.555;
20:47:12 13/06/2024;5.06;0.503;2.545;
20:47:12 13/06/2024;5.06;0.502;2.540;
20:47:13 13/06/2024;5.06;0.505;2.555;
20:47:13 13/06/2024;5.06;0.502;2.540;
20:47:14 13/06/2024;5.06;0.512;2.590;
20:47:14 13/06/2024;5.06;0.501;2.535;
20:47:15 13/06/2024;5.06;0.502;2.540;
20:47:15 13/06/2024;5.06;0.501;2.535;
20:47:16 13/06/2024;5.06;0.506;2.560;
20:47:16 13/06/2024;5.06;0.505;2.555;
20:47:17 13/06/2024;5.06;0.514;2.600;
20:47:17 13/06/2024;5.06;0.499;2.524;
20:47:18 13/06/2024;5.06;0.536;2.712;
20:47:18 13/06/2024;5.06;0.505;2.555;
20:47:19 13/06/2024;5.06;0.506;2.560;
20:47:19 13/06/2024;5.06;0.504;2.550;
20:47:20 13/06/2024;5.06;0.509;2.575;
20:47:20 13/06/2024;5.06;0.504;2.550;
20:47:21 13/06/2024;5.06;0.504;2.550;
20:47:21 13/06/2024;5.06;0.501;2.535;
20:47:22 13/06/2024;5.06;0.501;2.535;
20:47:22 13/06/2024;5.06;0.508;2.570;
20:47:23 13/06/2024;5.06;0.506;2.560;
20:47:23 13/06/2024;5.06;0.499;2.524;
20:47:24 13/06/2024;5.06;0.509;2.575;
20:47:24 13/06/2024;5.06;0.505;2.555;
20:47:25 13/06/2024;5.06;0.507;2.565;
20:47:25 13/06/2024;5.06;0.509;2.575;
20:47:26 13/06/2024;5.06;0.501;2.535;
20:47:26 13/06/2024;5.06;0.503;2.545;
20:47:27 13/06/2024;5.06;0.511;2.585;
20:47:27 13/06/2024;5.06;0.502;2.540;
20:47:28 13/06/2024;5.06;0.504;2.550;
20:47:28 13/06/2024;5.06;0.505;2.555;
20:47:29 13/06/2024;5.06;0.502;2.540;
20:47:29 13/06/2024;5.06;0.512;2.590;
20:47:30 13/06/2024;5.06;0.501;2.535;
20:47:30 13/06/2024;5.06;0.508;2.570;
20:47:31 13/06/2024;5.06;0.502;2.540;
20:47:31 13/06/2024;5.06;0.505;2.555;
20:47:32 13/06/2024;5.06;0.503;2.545;
20:47:32 13/06/2024;5.06;0.504;2.550;
20:47:33 13/06/2024;5.06;0.508;2.570;
20:47:33 13/06/2024;5.06;0.501;2.535;
20:47:34 13/06/2024;5.05;0.562;2.838;
20:47:34 13/06/2024;5.06;0.503;2.545;
20:47:35 13/06/2024;5.06;0.506;2.560;
20:47:35 13/06/2024;5.06;0.498;2.519;
20:47:36 13/06/2024;5.06;0.506;2.560;
20:47:36 13/06/2024;5.06;0.504;2.550;
20:47:37 13/06/2024;5.06;0.506;2.560;
20:47:37 13/06/2024;5.06;0.504;2.550;
20:47:38 13/06/2024;5.06;0.505;2.555;
20:47:38 13/06/2024;5.06;0.504;2.550;
20:47:39 13/06/2024;5.06;0.506;2.560;
20:47:39 13/06/2024;5.06;0.511;2.585;
20:47:40 13/06/2024;5.06;0.503;2.545;
20:47:40 13/06/2024;5.06;0.503;2.545;
20:47:41 13/06/2024;5.06;0.504;2.550;
20:47:41 13/06/2024;5.06;0.504;2.550;
20:47:42 13/06/2024;5.06;0.522;2.641;
20:47:42 13/06/2024;5.06;0.504;2.550;
20:47:43 13/06/2024;5.06;0.506;2.560;
20:47:43 13/06/2024;5.06;0.509;2.575;
20:47:44 13/06/2024;5.06;0.504;2.550;
20:47:44 13/06/2024;5.06;0.508;2.570;
20:47:45 13/06/2024;5.06;0.501;2.535;
20:47:46 13/06/2024;5.06;0.511;2.585;
20:47:46 13/06/2024;5.06;0.506;2.560;
20:47:47 13/06/2024;5.06;0.502;2.540;
20:47:47 13/06/2024;5.06;0.509;2.575;
20:47:48 13/06/2024;5.06;0.503;2.545;
20:47:48 13/06/2024;5.06;0.537;2.717;
20:47:49 13/06/2024;5.06;0.509;2.575;
20:47:49 13/06/2024;5.06;0.501;2.535;
20:47:50 13/06/2024;5.06;0.507;2.565;
20:47:50 13/06/2024;5.06;0.506;2.560;
20:47:51 13/06/2024;5.06;0.504;2.550;
20:47:51 13/06/2024;5.06;0.500;2.530;
20:47:52 13/06/2024;5.06;0.505;2.555;
20:47:52 13/06/2024;5.06;0.506;2.560;
20:47:53 13/06/2024;5.06;0.506;2.560;
20:47:53 13/06/2024;5.06;0.506;2.560;
20:47:54 13/06/2024;5.05;0.591;2.984;
20:47:54 13/06/2024;5.06;0.505;2.555;
20:47:55 13/06/2024;5.06;0.507;2.565;
20:47:55 13/06/2024;5.06;0.504;2.550;
20:47:56 13/06/2024;5.06;0.505;2.555;
20:47:56 13/06/2024;5.06;0.508;2.570;
20:47:57 13/06/2024;5.06;0.510;2.580;
20:47:57 13/06/2024;5.06;0.500;2.530;
20:47:58 13/06/2024;5.06;0.502;2.540;
20:47:58 13/06/2024;5.06;0.505;2.555;
20:47:59 13/06/2024;5.06;0.505;2.555;
20:47:59 13/06/2024;5.06;0.504;2.550;
20:48:00 13/06/2024;5.06;0.511;2.585;
20:48:00 13/06/2024;5.06;0.501;2.535;
20:48:01 13/06/2024;5.06;0.500;2.530;
20:48:01 13/06/2024;5.06;0.511;2.585;
20:48:02 13/06/2024;5.06;0.503;2.545;
20:48:02 13/06/2024;5.06;0.509;2.575;
20:48:03 13/06/2024;5.06;0.502;2.540;
20:48:03 13/06/2024;5.06;0.506;2.560;
20:48:04 13/06/2024;5.06;0.509;2.575;
20:48:04 13/06/2024;5.06;0.556;2.813;
20:48:05 13/06/2024;5.06;0.505;2.555;
20:48:05 13/06/2024;5.06;0.501;2.535;
20:48:06 13/06/2024;5.06;0.517;2.616;
20:48:06 13/06/2024;5.06;0.507;2.565;
20:48:07 13/06/2024;5.05;0.550;2.777;
20:48:07 13/06/2024;5.06;0.499;2.524;
20:48:08 13/06/2024;5.06;0.510;2.580;
20:48:08 13/06/2024;5.05;0.589;2.974;
20:48:09 13/06/2024;5.06;0.504;2.550;
20:48:09 13/06/2024;5.06;0.505;2.555;
20:48:10 13/06/2024;5.06;0.509;2.575;
20:48:10 13/06/2024;5.06;0.507;2.565;
20:48:11 13/06/2024;5.06;0.504;2.550;
20:48:11 13/06/2024;5.06;0.509;2.575;
20:48:12 13/06/2024;5.05;0.565;2.853;
20:48:12 13/06/2024;5.06;0.509;2.575;
20:48:13 13/06/2024;5.06;0.505;2.555;
20:48:13 13/06/2024;5.06;0.508;2.570;
20:48:14 13/06/2024;5.06;0.506;2.560;
20:48:14 13/06/2024;5.06;0.501;2.535;
20:48:15 13/06/2024;5.06;0.506;2.560;
20:48:15 13/06/2024;5.06;0.506;2.560;
20:48:16 13/06/2024;5.06;0.505;2.555;
20:48:16 13/06/2024;5.06;0.507;2.565;
20:48:17 13/06/2024;5.06;0.506;2.560;
20:48:17 13/06/2024;5.06;0.497;2.514;
20:48:18 13/06/2024;5.06;0.512;2.590;
20:48:18 13/06/2024;5.06;0.502;2.540;
20:48:19 13/06/2024;5.05;0.565;2.853;
20:48:19 13/06/2024;5.06;0.522;2.641;
20:48:20 13/06/2024;5.06;0.510;2.580;
20:48:20 13/06/2024;5.06;0.508;2.570;
20:48:21 13/06/2024;5.06;0.508;2.570;
20:48:21 13/06/2024;5.06;0.507;2.565;
20:48:22 13/06/2024;5.06;0.505;2.555;
20:48:22 13/06/2024;5.06;0.508;2.570;
20:48:23 13/06/2024;5.06;0.503;2.545;
20:48:23 13/06/2024;5.06;0.505;2.555;
20:48:24 13/06/2024;5.06;0.502;2.540;
20:48:24 13/06/2024;5.06;0.506;2.560;
20:48:25 13/06/2024;5.06;0.497;2.514;
20:48:25 13/06/2024;5.06;0.508;2.570;
20:48:26 13/06/2024;5.06;0.501;2.535;
20:48:26 13/06/2024;5.06;0.506;2.560;
20:48:27 13/06/2024;5.06;0.506;2.560;
20:48:27 13/06/2024;5.06;0.506;2.560;
20:48:28 13/06/2024;5.06;0.511;2.585;
20:48:28 13/06/2024;5.06;0.498;2.519;
20:48:29 13/06/2024;5.06;0.503;2.545;
20:48:29 13/06/2024;5.05;0.551;2.782;
20:48:30 13/06/2024;5.06;0.504;2.550;
20:48:30 13/06/2024;5.06;0.505;2.555;
20:48:31 13/06/2024;5.05;0.557;2.812;
20:48:31 13/06/2024;5.06;0.511;2.585;
20:48:32 13/06/2024;5.06;0.511;2.585;
20:48:32 13/06/2024;5.06;0.509;2.575;
20:48:33 13/06/2024;5.06;0.502;2.540;
20:48:33 13/06/2024;5.06;0.506;2.560;
20:48:34 13/06/2024;5.06;0.504;2.550;
20:48:34 13/06/2024;5.06;0.508;2.570;
20:48:35 13/06/2024;5.06;0.505;2.555;
20:48:35 13/06/2024;5.06;0.505;2.555;
20:48:36 13/06/2024;5.06;0.524;2.651;
20:48:36 13/06/2024;5.06;0.503;2.545;
20:48:37 13/06/2024;5.06;0.505;2.555;
20:48:37 13/06/2024;5.06;0.503;2.545;
20:48:38 13/06/2024;5.06;0.511;2.585;
20:48:38 13/06/2024;5.06;0.502;2.540;
20:48:39 13/06/2024;5.06;0.506;2.560;
20:48:39 13/06/2024;5.06;0.502;2.540;
20:48:40 13/06/2024;5.06;0.503;2.545;
20:48:40 13/06/2024;5.06;0.511;2.585;
20:48:41 13/06/2024;5.06;0.501;2.535;
20:48:41 13/06/2024;5.06;0.506;2.560;
20:48:42 13/06/2024;5.06;0.507;2.565;
20:48:42 13/06/2024;5.06;0.501;2.535;
20:48:43 13/06/2024;5.05;0.552;2.787;
20:48:43 13/06/2024;5.06;0.501;2.535;
20:48:44 13/06/2024;5.05;0.567;2.863;
20:48:44 13/06/2024;5.06;0.511;2.585;
20:48:45 13/06/2024;5.06;0.502;2.540;
20:48:45 13/06/2024;5.06;0.532;2.691;
20:48:46 13/06/2024;5.06;0.503;2.545;
20:48:46 13/06/2024;5.06;0.506;2.560;
20:48:47 13/06/2024;5.06;0.503;2.545;
20:48:47 13/06/2024;5.06;0.506;2.560;
20:48:48 13/06/2024;5.06;0.499;2.524;
20:48:48 13/06/2024;5.06;0.505;2.555;
20:48:49 13/06/2024;5.06;0.497;2.514;
20:48:49 13/06/2024;5.05;0.601;3.035;
20:48:50 13/06/2024;5.06;0.505;2.555;
20:48:50 13/06/2024;5.06;0.502;2.540;
20:48:51 13/06/2024;5.06;0.504;2.550;
20:48:51 13/06/2024;5.06;0.502;2.540;
20:48:52 13/06/2024;5.06;0.514;2.600;
20:48:52 13/06/2024;5.06;0.506;2.560;
20:48:53 13/06/2024;5.06;0.503;2.545;
20:48:53 13/06/2024;5.06;0.501;2.535;
20:48:54 13/06/2024;5.06;0.505;2.555;
20:48:54 13/06/2024;5.05;0.562;2.838;
20:48:55 13/06/2024;5.06;0.501;2.535;
20:48:55 13/06/2024;5.06;0.503;2.545;
20:48:56 13/06/2024;5.06;0.508;2.570;
20:48:56 13/06/2024;5.06;0.499;2.524;
20:48:57 13/06/2024;5.06;0.506;2.560;
20:48:57 13/06/2024;5.06;0.503;2.545;
20:48:58 13/06/2024;5.06;0.500;2.530;
20:48:58 13/06/2024;5.06;0.504;2.550;
20:48:59 13/06/2024;5.06;0.506;2.560;
20:48:59 13/06/2024;5.06;0.507;2.565;
20:49:00 13/06/2024;5.06;0.509;2.575;
20:49:00 13/06/2024;5.06;0.504;2.550;
20:49:01 13/06/2024;5.06;0.501;2.535;
20:49:01 13/06/2024;5.06;0.503;2.545;
20:49:02 13/06/2024;5.06;0.504;2.550;
20:49:02 13/06/2024;5.06;0.508;2.570;
20:49:03 13/06/2024;5.06;0.506;2.560;
20:49:03 13/06/2024;5.06;0.501;2.535;
20:49:04 13/06/2024;5.06;0.502;2.540;
20:49:04 13/06/2024;5.06;0.501;2.535;
20:49:05 13/06/2024;5.06;0.505;2.555;
20:49:05 13/06/2024;5.06;0.508;2.570;
20:49:06 13/06/2024;5.06;0.501;2.535;
20:49:06 13/06/2024;5.06;0.504;2.550;
20:49:07 13/06/2024;5.06;0.510;2.580;
20:49:07 13/06/2024;5.06;0.505;2.555;
20:49:08 13/06/2024;5.06;0.503;2.545;
20:49:08 13/06/2024;5.06;0.504;2.550;
20:49:09 13/06/2024;5.06;0.506;2.560;
20:49:09 13/06/2024;5.06;0.502;2.540;
20:49:10 13/06/2024;5.06;0.502;2.540;
20:49:10 13/06/2024;5.06;0.502;2.540;
20:49:11 13/06/2024;5.06;0.506;2.560;
20:49:11 13/06/2024;5.06;0.502;2.540;
20:49:12 13/06/2024;5.06;0.570;2.884;
20:49:12 13/06/2024;5.06;0.506;2.560;
20:49:13 13/06/2024;5.06;0.507;2.565;
20:49:13 13/06/2024;5.06;0.503;2.545;
20:49:14 13/06/2024;5.06;0.511;2.585;
20:49:14 13/06/2024;5.06;0.502;2.540;
20:49:15 13/06/2024;5.06;0.504;2.550;
20:49:15 13/06/2024;5.06;0.501;2.535;
20:49:16 13/06/2024;5.06;0.537;2.717;
20:49:16 13/06/2024;5.06;0.512;2.590;
20:49:17 13/06/2024;5.06;0.505;2.555;
20:49:17 13/06/2024;5.06;0.506;2.560;
20:49:18 13/06/2024;5.06;0.508;2.570;
20:49:18 13/06/2024;5.06;0.499;2.524;
20:49:19 13/06/2024;5.06;0.509;2.575;
20:49:19 13/06/2024;5.06;0.505;2.555;
20:49:20 13/06/2024;5.06;0.503;2.545;
20:49:20 13/06/2024;5.06;0.502;2.540;
20:49:21 13/06/2024;5.06;0.503;2.545;
20:49:21 13/06/2024;5.06;0.503;2.545;
20:49:22 13/06/2024;5.06;0.511;2.585;
20:49:22 13/06/2024;5.06;0.501;2.535;
20:49:23 13/06/2024;5.06;0.503;2.545;
20:49:23 13/06/2024;5.06;0.504;2.550;
20:49:24 13/06/2024;5.06;0.500;2.530;
20:49:24 13/06/2024;5.06;0.501;2.535;
20:49:25 13/06/2024;5.06;0.507;2.565;
20:49:25 13/06/2024;5.06;0.510;2.580;
20:49:26 13/06/2024;5.06;0.505;2.555;
20:49:26 13/06/2024;5.06;0.504;2.550;
20:49:27 13/06/2024;5.06;0.510;2.580;
20:49:27 13/06/2024;5.06;0.505;2.555;
20:49:28 13/06/2024;5.06;0.506;2.560;
20:49:28 13/06/2024;5.06;0.501;2.535;
20:49:29 13/06/2024;5.06;0.506;2.560;
20:49:29 13/06/2024;5.06;0.503;2.545;
20:49:30 13/06/2024;5.06;0.510;2.580;
20:49:30 13/06/2024;5.06;0.504;2.550;
20:49:31 13/06/2024;5.06;0.500;2.530;
20:49:31 13/06/2024;5.06;0.510;2.580;
20:49:32 13/06/2024;5.06;0.502;2.540;
20:49:32 13/06/2024;5.06;0.502;2.540;
20:49:33 13/06/2024;5.06;0.503;2.545;
20:49:33 13/06/2024;5.06;0.509;2.575;
20:49:34 13/06/2024;5.06;0.500;2.530;
20:49:34 13/06/2024;5.06;0.508;2.570;
20:49:35 13/06/2024;5.06;0.503;2.545;
20:49:35 13/06/2024;5.06;0.508;2.570;
20:49:36 13/06/2024;5.06;0.501;2.535;
20:49:36 13/06/2024;5.06;0.503;2.545;
20:49:37 13/06/2024;5.06;0.503;2.545;
20:49:37 13/06/2024;5.06;0.513;2.595;
20:49:38 13/06/2024;5.06;0.507;2.565;
20:49:38 13/06/2024;5.06;0.504;2.550;
20:49:39 13/06/2024;5.06;0.505;2.555;
20:49:39 13/06/2024;5.06;0.504;2.550;
20:49:40 13/06/2024;5.05;0.559;2.822;
20:49:40 13/06/2024;5.06;0.519;2.626;
20:49:41 13/06/2024;5.06;0.499;2.524;
20:49:41 13/06/2024;5.06;0.506;2.560;
20:49:42 13/06/2024;5.06;0.505;2.555;
20:49:42 13/06/2024;5.06;0.507;2.565;
20:49:43 13/06/2024;5.06;0.506;2.560;
20:49:43 13/06/2024;5.06;0.499;2.524;
20:49:44 13/06/2024;5.06;0.500;2.530;
20:49:44 13/06/2024;5.06;0.510;2.580;
20:49:45 13/06/2024;5.06;0.528;2.671;
20:49:45 13/06/2024;5.06;0.509;2.575;
20:49:46 13/06/2024;5.06;0.502;2.540;
20:49:46 13/06/2024;5.06;0.504;2.550;
20:49:47 13/06/2024;5.06;0.507;2.565;
20:49:47 13/06/2024;5.06;0.505;2.555;
20:49:48 13/06/2024;5.06;0.502;2.540;
20:49:48 13/06/2024;5.06;0.509;2.575;
20:49:49 13/06/2024;5.06;0.505;2.555;
20:49:49 13/06/2024;5.06;0.502;2.540;
20:49:50 13/06/2024;5.06;0.502;2.540;
20:49:50 13/06/2024;5.06;0.510;2.580;
